42.9039175,-85.6083599
43.0316909,-85.764759
42.9850271,-85.6105846
42.9591937,-85.6466964
42.8964156,-85.7419761
42.981138,-85.6291963
42.9489163,-85.6355846
42.9475269,-85.6689192
43.059468,-85.8089284
43.0369702,-85.665033
42.9397477,-85.7783677
42.986971,-85.6433637
43.0116928,-85.655865
42.9601563,-85.7735065
42.921417,-85.6222498
42.9741913,-85.8042032
42.9766934,-85.6489192
42.9105819,-85.7494768
43.0150285,-85.5136371
42.9207949,-85.5058386
42.9439181,-85.5244687
42.9489156,-85.6800307
42.899472,-85.6805849
42.901416,-85.7128085
42.8989168,-85.6636397
42.9028055,-85.6691957
42.9291935,-85.6930863
42.9491937,-85.6580855
43.0316924,-85.6755888
42.8569713,-85.7916992
42.989748,-85.6858655
42.9669715,-85.6350295
42.9339156,-85.6933641
42.8878052,-85.70503
42.9366922,-85.7755898
42.9278057,-85.6244723
42.9050272,-85.6986413
42.937805,-85.6625297
42.8683616,-85.6683612
42.8680842,-85.6491939
42.9832969,-85.6566975
42.9041949,-85.6330832
42.9441933,-85.6903088
42.9894708,-85.6486418
42.9486899,-85.5227955
42.9316934,-85.7005867
42.9647485,-85.6844758
42.9536377,-85.6778086
42.9458619,-85.5616926
42.847806,-85.7069733
42.9783614,-85.5591934
42.9658606,-85.6194732
42.9678049,-85.6336405
43.0430837,-85.529472
42.9528047,-85.6583633
42.9311389,-85.6272503
42.8910573,-85.7003099
43.0236373,-85.6475318
42.9903044,-85.637808
42.9378053,-85.639198
42.9808587,-85.7228112
43.0361374,-85.6353095
42.9422492,-85.6653078
42.9947483,-85.6614202
42.9239155,-85.7169759
43.0586354,-85.7478149
42.980027,-85.6258628
42.9361366,-85.7842013
42.9358588,-85.7842012
42.9108605,-85.6908634
42.9097493,-85.6989193
42.9605818,-85.6980874
42.9850263,-85.6628089
42.9758594,-85.6847539
42.9958151,-85.7317244
42.9744712,-85.6436411
42.9317147,-85.661822
42.8897499,-85.685307
43.0275262,-85.6422539
42.9497489,-85.6758639
42.8700466,-85.633056
42.9303056,-85.6280837
42.9289168,-85.6269724
42.9153046,-85.7111421
42.9722484,-85.6794758
42.9612518,-85.634083
42.8619707,-85.8322565
42.9261392,-85.6164164
42.9747476,-85.7289224
42.9455826,-85.6653079
43.0153028,-85.7211456
42.9678039,-85.6919762
42.954194,-85.6375292
42.8880837,-85.6630839
42.9408604,-85.6644743
42.9372519,-85.4978009
42.9739219,-85.7125464
42.9808594,-85.6786427
42.9553046,-85.6622524
42.9839146,-85.7003104
43.0186372,-85.6500317
43.0591907,-85.7739271
42.9416948,-85.5966939
42.9169711,-85.7178091
42.9150266,-85.7266983
42.8961383,-85.7679665
42.984748,-85.6941991
42.9497601,-85.6357177
42.8936579,-85.6198834
42.9118984,-85.5088509
42.9634902,-85.6587998
42.8663858,-85.6656956
43.0329955,-85.7500595
42.8539531,-85.662943
42.9780984,-85.680576
43.0319049,-85.5908279
43.0353486,-85.6285787
42.8847299,-85.5344723
42.9733196,-85.767748
42.9863626,-85.5799246
