42.884018,-85.772998
42.962898,-85.664054
42.962704,-85.704607
43.005747,-85.689093
43.004923,-85.688085
43.010086,-85.689204
43.009885,-85.688288
43.012228,-85.687958
43.087866,-85.261561
42.993342,-85.688813
42.91226,-85.652149
42.912399,-85.65278
42.882957,-85.759203
42.885737,-85.781088
42.859197,-85.544889
42.96266,-85.644742
42.912123,-85.541448
42.913537,-85.53064
42.955718,-85.63142
42.955703,-85.630677
42.912503,-85.528942
42.965293,-85.672703
43.020671,-85.686848
42.964245,-85.66908
42.845821,-85.622093
42.84582,-85.622354
42.845426,-85.623987
42.913593,-85.584061
42.914843,-85.583037
42.912032,-85.578245
42.912059,-85.581722
43.077179,-85.610682
43.055784,-85.579255
43.057435,-85.957585
42.711196,-85.470777
42.913294,-85.655948
43.033607,-85.688657
43.086787,-85.507724
43.08673,-85.518821
42.971538,-85.904726
42.971926,-85.77725
42.955352,-85.488291
43.104265,-85.456323
42.970937,-85.667845
42.970833,-85.66785
42.971024,-85.667882
42.964043,-85.668885
42.867053,-85.866385
42.91234,-85.519509
42.844724,-85.860715
42.783355,-85.666567
42.883811,-85.371926
42.870006,-85.555517
42.868541,-85.569303
42.88472,-85.782931
43.033713,-85.688663
42.855011,-85.860413
42.96978,-85.639924
43.058187,-85.956291
43.0588,-85.957278
42.972812,-85.785465
42.957891,-85.493236
43.010504,-85.689228
42.883507,-85.707288
43.03455,-85.621492
43.035113,-85.620222
42.912204,-85.544027
42.971935,-85.777483
42.971866,-85.778711
42.972877,-85.774766
42.972844,-85.774774
42.885,-85.710683
42.885266,-85.7106
42.724502,-85.703426
42.724148,-85.704992
42.84196,-85.459293
42.882615,-85.618344
42.931614,-85.359998
42.931077,-85.354272
42.931469,-85.362995
42.812684,-85.723435
42.935715,-85.695185
42.93171,-85.722213
42.883655,-85.666008
42.893737,-85.665584
42.913803,-85.696316
42.912577,-85.70598
42.913322,-85.711102
42.914229,-85.732512
42.884636,-85.683591
42.883803,-85.687108
42.883595,-85.685243
42.984169,-85.638367
42.970516,-85.659092
42.841254,-85.674149
42.840398,-85.67409
42.840563,-85.675536
42.841364,-85.675372
42.841356,-85.67685
42.887974,-85.852339
42.882913,-85.744131
42.884173,-85.741453
42.883926,-85.740049
42.8841,-85.739882
42.88429,-85.7398
42.972454,-85.767842
42.912445,-85.763833
42.883387,-85.757935
42.885905,-85.773336
42.885293,-85.772585
42.881921,-85.741936
42.860398,-85.722007
42.859725,-85.722502
42.859536,-85.722505
42.970254,-85.641109
42.971817,-85.775869
42.859672,-85.723783
42.859368,-85.723761
42.858829,-85.723851
42.864217,-85.761363
42.912902,-85.570401
42.91338,-85.569321
42.912894,-85.579928
42.912898,-85.579443
42.912896,-85.579822
42.912897,-85.579613
42.912464,-85.691702
42.963012,-85.664056
42.962795,-85.66405
42.925915,-85.648805
42.914147,-85.717312
43.003045,-85.591232
43.046786,-85.657237
42.955756,-85.666305
42.849232,-85.62588
42.841404,-85.863856
42.815201,-85.723598
42.900022,-85.723752
42.913698,-85.532889
42.913889,-85.530929
43.001288,-85.592977
43.000938,-85.592321
42.883175,-85.616573
42.963376,-85.671832
42.859602,-85.722502
42.955386,-85.640149
